relative_path,class,original_width,original_height,original_mode,new_width,new_height,new_mode,status
Hazardous/e-waste/7ade6617-865a-42bf-b8f8-12859169a351.a7819c077ec87ce47606d6942a125eea - Copy.jpeg,Hazardous,1001,1001,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/800px-Ewaste-pile - Copy.jpg,Hazardous,800,1067,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/8085 - Copy.jpg,Hazardous,560,420,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/85a44d0f-d9a2-37b6-93c1-1c21fed330cf - Copy.png,Hazardous,700,989,P,224,224,RGB,STANDARDIZED
Hazardous/e-waste/8ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg,Hazardous,523,391,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/AdobeStock_271026267 - Copy.jpeg,Hazardous,1200,675,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/AdobeStock_365525290 - Copy.jpg,Hazardous,1200,675,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Alabama_CurtisPalmer - Copy.jpg,Hazardous,2272,1704,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Avv5bVd22NhcKDUGMWzvNW - Copy.jpg,Hazardous,620,946,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/BLOG-Which-light-bulbs-need-a-ballast - Copy.jpg,Hazardous,1465,824,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/BulbSchematic - Copy.jpg,Hazardous,313,488,CMYK,224,224,RGB,STANDARDIZED
Hazardous/e-waste/CFL - Copy.jpg,Hazardous,400,400,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/CFL-1 - Copy.jpg,Hazardous,600,450,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/CFL-Broken-Bulb-scaled - Copy.jpeg,Hazardous,2048,1366,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/CFL-VS-LED-Lighting - Copy.jpg,Hazardous,1612,1008,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Challenges-and-Opportunities-in-Electronic-Waste-Management-in-India-SHAMI - Copy.jpg,Hazardous,670,352,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Compact-Flourescent-Lighbulb - Copy.png,Hazardous,730,852,P,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Compact-fluorescent-lamps - Copy.jpg,Hazardous,1600,1140,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Compact_fluorescent_light_bulb_with_GU24_connector - Copy.png,Hazardous,230,374,RGBA,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Dont-Trash-fluorescent-bulbs - Copy.png,Hazardous,269,341,RGBA,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-Waste - Copy.jpg,Hazardous,800,400,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-Waste-Management-in-India - Copy.jpg,Hazardous,1200,630,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-Waste-Management-in-India-2016-Rules-Challenges-upsc-ias-essay3-e1559907374322 - Copy.jpg,Hazardous,550,318,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-Waste20Wednesday20-20Waste20Reduction20Week202022 - Copy.png,Hazardous,1200,400,RGBA,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-Waste20types-493414483 - Copy.jpg,Hazardous,629,445,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-Waste_Landfill - Copy.jpg,Hazardous,1632,1224,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/E-waste - Copy.png,Hazardous,497,493,RGBA,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Electronic-Waste-E-Waste-WEEE - Copy.jpg,Hazardous,1920,1282,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Electronic-waste-1 - Copy.png,Hazardous,1080,1080,RGBA,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Electronic-waste-management - Copy.jpg,Hazardous,1200,667,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Electronic-waste2-scaled - Copy.jpg,Hazardous,2560,1544,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Electronic_waste_at_Agbogbloshie2C_Ghana - Copy.jpg,Hazardous,4032,2268,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Energiesparlampe_01_retouched - Copy.jpg,Hazardous,3745,2667,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Ewaste - Copy.png,Hazardous,422,281,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Ewaste-1602590536972 - Copy.png,Hazardous,800,400,P,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Example-of-e-waste-in-Category-3-ICT-a-used-mobile-phones-and-b-used-monitors_Q320 - Copy.jpg,Hazardous,320,320,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Featured-pictures-for-webiste11 - Copy.png,Hazardous,1024,512,RGBA,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517 - Copy.jpg,Hazardous,1024,517,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Fluorescent-Bulbs-in-Trash-1-1024x683 - Copy.jpg,Hazardous,1024,683,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Fluorescent-Bulbs-in-Trash-2-e1434205961573 - Copy.jpg,Hazardous,1170,780,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/FluorescentBulbs - Copy.jpg,Hazardous,500,500,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Fluorescent_Light_Video - Copy.jpg,Hazardous,820,460,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Fluorescent_light_bulb_from_inside_2 - Copy.jpg,Hazardous,1024,768,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/GettyImages-1298365434 - Copy.jpg,Hazardous,771,452,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/HHW_Bulbs-updated - Copy.jpg,Hazardous,2144,1424,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/ImageForArticle_8587_16733568303499477 - Copy.jpg,Hazardous,1000,667,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Incandescent_and_fluorescent_light_bulbs - Copy.png,Hazardous,330,330,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Intro-to-E-Waste - Copy.jpg,Hazardous,695,395,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Is-it-hazardous-waste...flourescent-light-bulbs - Copy.png,Hazardous,400,400,P,224,224,RGB,STANDARDIZED
Hazardous/e-waste/JunkDevices-607673850 - Copy.jpg,Hazardous,2400,1800,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/LED-CLF-Incandescent-2 - Copy.jpg,Hazardous,526,528,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/LED-CLF-Incandescent_1024x1024 - Copy.jpg,Hazardous,1024,621,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/LED-vs-fluorescent-2022-section-1 - Copy.jpg,Hazardous,1025,625,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/LED20vs20Fluorescent20Image20202120Blog20Sized - Copy.png,Hazardous,800,533,RGB,224,224,RGB,STANDARDIZED
Hazardous/e-waste/Led-CFL-And-Incandescent-Bulbs-Wi-6719889-scaled - Copy.jpg,Hazardous,2560,2048,RGB,224,224,RGB,STANDARDIZED
