relative_path,filename,class,extension,file_size_bytes,status,reason,width,height,mode
Hazardous/Hazardous/batteries/Alkaline-batteries.jpg,Alkaline-batteries.jpg,Hazardous,.jpg,227633,KEEP,,800,470,RGB
Hazardous/Hazardous/batteries/Alkaline-vs.-Lithium-Batteries.png,Alkaline-vs.-Lithium-Batteries.png,Hazardous,.png,128347,KEEP,,840,2452,P
Hazardous/Hazardous/batteries/Batteries-.jpg,Batteries-.jpg,Hazardous,.jpg,152332,KEEP,,1920,1080,RGB
Hazardous/Hazardous/batteries/Batteries3.jpg,Batteries3.jpg,Hazardous,.jpg,225229,KEEP,,698,524,RGB
Hazardous/Hazardous/batteries/Batteries_-Lithium-Ion-Battery-and-Lithium-Polymer-Battery-Explained.png,Batteries_-Lithium-Ion-Battery-and-Lithium-Polymer-Battery-Explained.png,Hazardous,.png,246909,KEEP,,2240,1260,P
Hazardous/Hazardous/batteries/Cutaway-view-dioxide-power-cell.jpg,Cutaway-view-dioxide-power-cell.jpg,Hazardous,.jpg,154348,KEEP,,1600,1086,RGB
Hazardous/Hazardous/batteries/Difference-Between-Alkaline-and-Lithium-Batteries-Tabular-Form.jpg,Difference-Between-Alkaline-and-Lithium-Batteries-Tabular-Form.jpg,Hazardous,.jpg,516478,KEEP,,735,1000,RGB
Hazardous/Hazardous/batteries/Different-Types-of-Batteries.jpg,Different-Types-of-Batteries.jpg,Hazardous,.jpg,79658,KEEP,,1200,732,RGB
Hazardous/Hazardous/batteries/EDR-2.jpg,EDR-2.jpg,Hazardous,.jpg,109887,KEEP,,1000,635,RGB
Hazardous/Hazardous/batteries/EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg,EG-BA-LR20-01_hires_photo---dea0b151-d0a5-4bac-9036-259aa2110a20.JPG.jpg,Hazardous,.jpg,5958677,KEEP,,5568,3712,RGB
Hazardous/Hazardous/batteries/Eneloop_6420.jpg,Eneloop_6420.jpg,Hazardous,.jpg,883277,KEEP,,3000,3000,RGB
Hazardous/Hazardous/batteries/Intro-to-batteries-featured.jpg,Intro-to-batteries-featured.jpg,Hazardous,.jpg,64190,KEEP,,770,603,RGB
Hazardous/Hazardous/batteries/Li-Batteries-for-Disposal-or-Recycling-1024x575.png,Li-Batteries-for-Disposal-or-Recycling-1024x575.png,Hazardous,.png,1124676,KEEP,,1024,575,RGBA
Hazardous/Hazardous/batteries/Life-cycle-inventory-of-Li-ion-battery-Ecoinvent-30-Battery-Li-ion-rechargeable.png,Life-cycle-inventory-of-Li-ion-battery-Ecoinvent-30-Battery-Li-ion-rechargeable.png,Hazardous,.png,98143,KEEP,,850,704,P
Hazardous/Hazardous/batteries/Lithium-Batteries-vs-Alkaline-Batteries.jpg,Lithium-Batteries-vs-Alkaline-Batteries.jpg,Hazardous,.jpg,40325,KEEP,,800,400,RGB
Hazardous/Hazardous/batteries/Lithium-Batteries.jpg,Lithium-Batteries.jpg,Hazardous,.jpg,96280,KEEP,,1607,577,RGB
Hazardous/Hazardous/batteries/Lithium-ion-lithium-polymer-superhero-battery-blog-cover-image.jpg,Lithium-ion-lithium-polymer-superhero-battery-blog-cover-image.jpg,Hazardous,.jpg,234821,KEEP,,768,510,RGB
Hazardous/Hazardous/batteries/Lithium-ion_battery.jpg,Lithium-ion_battery.jpg,Hazardous,.jpg,73756,KEEP,,600,600,RGB
Hazardous/Hazardous/batteries/Lithium20batttery20pic.jpg,Lithium20batttery20pic.jpg,Hazardous,.jpg,182918,KEEP,,1858,580,RGB
Hazardous/Hazardous/batteries/Lithium_battery_terminal_image_EN.jpg,Lithium_battery_terminal_image_EN.jpg,Hazardous,.jpg,74234,KEEP,,818,430,RGB
Hazardous/Hazardous/batteries/NAWMA-Safe-Battery-Recycling-content.jpg,NAWMA-Safe-Battery-Recycling-content.jpg,Hazardous,.jpg,340655,KEEP,,1695,1100,RGB
Hazardous/Hazardous/batteries/Nokia_Battery.jpg,Nokia_Battery.jpg,Hazardous,.jpg,1495496,KEEP,,2425,1769,RGB
Hazardous/Hazardous/batteries/Photo-collage-of-different-types-of-batteries-12022022.jpg.webp,Photo-collage-of-different-types-of-batteries-12022022.jpg.webp,Hazardous,.webp,90372,KEEP,,1200,800,RGB
Hazardous/Hazardous/batteries/Primary-battery-types.png,Primary-battery-types.png,Hazardous,.png,32098,KEEP,,960,540,P
Hazardous/Hazardous/batteries/Screen-Shot-2021-07-20-at-10.37.08-AM.png,Screen-Shot-2021-07-20-at-10.37.08-AM.png,Hazardous,.png,90689,KEEP,,1300,386,RGBA
Hazardous/Hazardous/batteries/The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg,The_ultimate_comparative_analysis_of_carbon_zinc_battery_vs_alkaline_800x.jpg,Hazardous,.jpg,55828,KEEP,,800,494,RGB
Hazardous/Hazardous/batteries/Types-of-Batteries-1.jpg,Types-of-Batteries-1.jpg,Hazardous,.jpg,52802,KEEP,,1351,760,RGB
Hazardous/Hazardous/batteries/Types-of-Batteries-Featured-Image.jpg,Types-of-Batteries-Featured-Image.jpg,Hazardous,.jpg,78307,KEEP,,750,421,RGB
Hazardous/Hazardous/batteries/Types-of-Batteries.jpg,Types-of-Batteries.jpg,Hazardous,.jpg,76907,KEEP,,750,432,RGB
Hazardous/Hazardous/batteries/Types-of-BatteriesPrimary-and-Secondary.jpg,Types-of-BatteriesPrimary-and-Secondary.jpg,Hazardous,.jpg,40036,KEEP,,800,450,RGB
Hazardous/Hazardous/batteries/Types-of-rechargeable-batteries-.jpg,Types-of-rechargeable-batteries-.jpg,Hazardous,.jpg,46090,KEEP,,698,564,RGB
Hazardous/Hazardous/batteries/TypesofBatteries.jpg,TypesofBatteries.jpg,Hazardous,.jpg,54411,KEEP,,1000,655,RGB
Hazardous/Hazardous/batteries/What_Batteries_are_Best_for_Flashlights_2991x.jpg,What_Batteries_are_Best_for_Flashlights_2991x.jpg,Hazardous,.jpg,167661,KEEP,,2991,1648,RGB
Hazardous/Hazardous/batteries/aenm202102917-fig-0006-m.jpg,aenm202102917-fig-0006-m.jpg,Hazardous,.jpg,198484,KEEP,,1364,1021,RGB
Hazardous/Hazardous/batteries/alkaline-batteries-for-recyling.jpg,alkaline-batteries-for-recyling.jpg,Hazardous,.jpg,157721,KEEP,,600,387,RGB
Hazardous/Hazardous/batteries/alkaline-battery_en.jpg,alkaline-battery_en.jpg,Hazardous,.jpg,56373,KEEP,,380,380,RGB
Hazardous/Hazardous/batteries/alkaline-zinc-carbon.jpg,alkaline-zinc-carbon.jpg,Hazardous,.jpg,41387,KEEP,,325,217,RGB
Hazardous/Hazardous/batteries/basic-lithium-ion-battery-5-2_en.png,basic-lithium-ion-battery-5-2_en.png,Hazardous,.png,53339,KEEP,,1200,800,RGB
Hazardous/Hazardous/batteries/batterien_seen_fotolia_26510842_m.jpg,batterien_seen_fotolia_26510842_m.jpg,Hazardous,.jpg,732848,KEEP,,1576,1206,RGB
Hazardous/Hazardous/batteries/batteries-04-00007-g002.png,batteries-04-00007-g002.png,Hazardous,.png,2071851,KEEP,,2390,2211,RGB
Hazardous/Hazardous/batteries/batteries-05-00068-g001.png,batteries-05-00068-g001.png,Hazardous,.png,1110623,KEEP,,3721,2222,RGB
Hazardous/Hazardous/batteries/batteries-scaled.jpg,batteries-scaled.jpg,Hazardous,.jpg,1252165,KEEP,,2560,1920,RGB
Hazardous/Hazardous/batteries/batteries2.jpg,batteries2.jpg,Hazardous,.jpg,452311,KEEP,,2716,1810,RGB
Hazardous/Hazardous/batteries/batteries20in20a20pile20WEEE.jpeg,batteries20in20a20pile20WEEE.jpeg,Hazardous,.jpeg,68117,KEEP,,400,300,RGB
Hazardous/Hazardous/batteries/batteries_as_hero.jpg,batteries_as_hero.jpg,Hazardous,.jpg,271014,KEEP,,992,661,RGB
Hazardous/Hazardous/batteries/battery-directive-european-union.jpg,battery-directive-european-union.jpg,Hazardous,.jpg,35393,KEEP,,613,345,RGB
Hazardous/Hazardous/batteries/battery-recycling.jpg,battery-recycling.jpg,Hazardous,.jpg,124133,KEEP,,1024,1024,RGB
Hazardous/Hazardous/batteries/battery-recycling2.jpg,battery-recycling2.jpg,Hazardous,.jpg,37222,KEEP,,728,489,RGB
Hazardous/Hazardous/batteries/battery-types-and-sizes.jpg.webp,battery-types-and-sizes.jpg.webp,Hazardous,.webp,31146,KEEP,,800,600,RGB
Hazardous/Hazardous/batteries/battery_recycling.jpg,battery_recycling.jpg,Hazardous,.jpg,107226,KEEP,,780,520,RGB
Hazardous/Hazardous/batteries/battery_sizing.jpg,battery_sizing.jpg,Hazardous,.jpg,43698,KEEP,,900,560,RGB
Hazardous/Hazardous/batteries/bu-social.jpg,bu-social.jpg,Hazardous,.jpg,244784,KEEP,,1600,821,RGB
Hazardous/Hazardous/batteries/carbon-zinc-battery-vs-alkaline.jpg,carbon-zinc-battery-vs-alkaline.jpg,Hazardous,.jpg,50181,KEEP,,1000,750,RGB
Hazardous/Hazardous/batteries/collected-to-take-to-be-recycled-rather-than-be-dumped-into-landfill-2GDCM0M.jpg,collected-to-take-to-be-recycled-rather-than-be-dumped-into-landfill-2GDCM0M.jpg,Hazardous,.jpg,213803,KEEP,,1300,950,RGB
Hazardous/Hazardous/batteries/common-alkaline-battery-sizes.jpg,common-alkaline-battery-sizes.jpg,Hazardous,.jpg,353393,KEEP,,1246,853,RGB
Hazardous/Hazardous/batteries/creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,creens-LCD-iPhone-panels-laptop-collected-for-disposal-in-plastic-containers.png,Hazardous,.png,628432,KEEP,,1440,792,P
Hazardous/Hazardous/batteries/d1ma00216c-f4_hi-res.gif,d1ma00216c-f4_hi-res.gif,Hazardous,.gif,364936,KEEP,,2000,826,P
Hazardous/Hazardous/batteries/d1ma00216c-f6_hi-res.gif,d1ma00216c-f6_hi-res.gif,Hazardous,.gif,113563,KEEP,,975,1016,P
Hazardous/Hazardous/batteries/ef1c02489_0011.jpeg,ef1c02489_0011.jpeg,Hazardous,.jpeg,173429,KEEP,,1000,713,RGB
Hazardous/Hazardous/batteries/energizer-cold-weather-lithium-aa-battery.jpg,energizer-cold-weather-lithium-aa-battery.jpg,Hazardous,.jpg,29946,KEEP,,800,494,RGB
Hazardous/Hazardous/batteries/fenrg-08-571440-g001.jpg,fenrg-08-571440-g001.jpg,Hazardous,.jpg,183419,KEEP,,1950,1268,RGB
Hazardous/Hazardous/batteries/file-20201020-17-1x28u8s.jpg,file-20201020-17-1x28u8s.jpg,Hazardous,.jpg,360182,KEEP,,1920,1171,RGB
Hazardous/Hazardous/batteries/image-2-716x1024.png,image-2-716x1024.png,Hazardous,.png,921117,KEEP,,716,1024,RGBA
Hazardous/Hazardous/batteries/imageqz6zbg.png,imageqz6zbg.png,Hazardous,.png,59961,KEEP,,388,190,RGB
Hazardous/Hazardous/batteries/imagescxsuu.png,imagescxsuu.png,Hazardous,.png,68823,KEEP,,404,184,RGB
Hazardous/Hazardous/batteries/inf212000-fig-0001-m.jpg,inf212000-fig-0001-m.jpg,Hazardous,.jpg,868129,KEEP,,2128,2161,RGB
Hazardous/Hazardous/batteries/inf212000-fig-0004-m.jpg,inf212000-fig-0004-m.jpg,Hazardous,.jpg,327082,KEEP,,2128,1409,RGB
Hazardous/Hazardous/batteries/know-what-type-of-battery-to-use-in-equipment2.jpg,know-what-type-of-battery-to-use-in-equipment2.jpg,Hazardous,.jpg,317600,KEEP,,1200,922,RGB
Hazardous/Hazardous/batteries/lifecycleimagebatteries.png,lifecycleimagebatteries.png,Hazardous,.png,74762,KEEP,,2200,1700,RGB
Hazardous/Hazardous/batteries/lithium-ion-aa-batteries.jpg,lithium-ion-aa-batteries.jpg,Hazardous,.jpg,72359,KEEP,,1474,1336,RGB
Hazardous/Hazardous/batteries/lithium-ion-batteries3.png,lithium-ion-batteries3.png,Hazardous,.png,288630,KEEP,,702,347,RGB
Hazardous/Hazardous/batteries/lithium-ion-watt-hours-highlighted.jpg,lithium-ion-watt-hours-highlighted.jpg,Hazardous,.jpg,100585,KEEP,,500,500,RGB
Hazardous/Hazardous/batteries/lithium-vs-alkaline-batteries-where-the-differences-and-which-is-better.jpg,lithium-vs-alkaline-batteries-where-the-differences-and-which-is-better.jpg,Hazardous,.jpg,50698,KEEP,,1000,750,RGB
Hazardous/Hazardous/batteries/lithium-vs-alkaline-batteries.png,lithium-vs-alkaline-batteries.png,Hazardous,.png,385090,KEEP,,1435,749,P
Hazardous/Hazardous/batteries/machinedesign_7204_pulse_plus_batteries_promo_0.png,machinedesign_7204_pulse_plus_batteries_promo_0.png,Hazardous,.png,232086,KEEP,,595,446,RGBA
Hazardous/Hazardous/batteries/maxresdefault.jpg,maxresdefault.jpg,Hazardous,.jpg,102740,KEEP,,1280,720,RGB
Hazardous/Hazardous/batteries/non-rechargeable-batteries-product-image_0.png,non-rechargeable-batteries-product-image_0.png,Hazardous,.png,93960,KEEP,,477,294,RGBA
Hazardous/Hazardous/batteries/photo_news_lithium_batteries_1100x500_NEW.jpg,photo_news_lithium_batteries_1100x500_NEW.jpg,Hazardous,.jpg,64085,KEEP,,1100,500,RGB
Hazardous/Hazardous/batteries/power-one-c-size-1-5v-battery-pack-of-2--500x500.jpg,power-one-c-size-1-5v-battery-pack-of-2--500x500.jpg,Hazardous,.jpg,30846,KEEP,,335,500,RGB
Hazardous/Hazardous/batteries/poweron-longlife-power-9v-mrp-265.jpg,poweron-longlife-power-9v-mrp-265.jpg,Hazardous,.jpg,75813,KEEP,,1024,1024,RGB
Hazardous/Hazardous/batteries/rechargeable-battery-2048px-5925.jpg,rechargeable-battery-2048px-5925.jpg,Hazardous,.jpg,155425,KEEP,,2048,1365,RGB
Hazardous/Hazardous/batteries/rechargeable-battery-2048px-5939.jpg,rechargeable-battery-2048px-5939.jpg,Hazardous,.jpg,170266,KEEP,,2048,1365,RGB
Hazardous/Hazardous/batteries/rechargeable-battery-2048px-5963-2x1-1.jpg,rechargeable-battery-2048px-5963-2x1-1.jpg,Hazardous,.jpg,216666,KEEP,,2048,1024,RGB
Hazardous/Hazardous/batteries/sc0c04940_0022.gif,sc0c04940_0022.gif,Hazardous,.gif,61456,KEEP,,500,295,P
Hazardous/Hazardous/batteries/sciadv.abm2422-f1.jpg,sciadv.abm2422-f1.jpg,Hazardous,.jpg,650148,KEEP,,3500,2325,RGB
Hazardous/Hazardous/batteries/smtd202000039-fig-0001-m.jpg,smtd202000039-fig-0001-m.jpg,Hazardous,.jpg,94507,KEEP,,667,513,RGB
Hazardous/Hazardous/batteries/spent-batteries-CNBG3H.jpg,spent-batteries-CNBG3H.jpg,Hazardous,.jpg,326755,KEEP,,1300,958,RGB
Hazardous/Hazardous/batteries/suschem-02-00011-g001.png,suschem-02-00011-g001.png,Hazardous,.png,488719,KEEP,,2497,1395,RGB
Hazardous/Hazardous/batteries/technology-0-1.jpg,technology-0-1.jpg,Hazardous,.jpg,806085,KEEP,,1550,1272,RGB
Hazardous/Hazardous/batteries/thehistoryan.jpg,thehistoryan.jpg,Hazardous,.jpg,58006,KEEP,,500,375,RGB
Hazardous/Hazardous/batteries/typical-lithium-ion-battery.png,typical-lithium-ion-battery.png,Hazardous,.png,141840,KEEP,,435,443,RGB
Hazardous/Hazardous/batteries/un3480.png,un3480.png,Hazardous,.png,239666,KEEP,,640,587,RGBA
Hazardous/Hazardous/batteries/using-alkaline-batteries-in-your-application.jpg,using-alkaline-batteries-in-your-application.jpg,Hazardous,.jpg,72913,KEEP,,650,466,RGB
Hazardous/Hazardous/batteries/van_dragt_102517_0032_how_to_choose_batteries.jpg,van_dragt_102517_0032_how_to_choose_batteries.jpg,Hazardous,.jpg,87118,KEEP,,900,450,RGB
Hazardous/Hazardous/batteries/what-is-a-lithium-ion-battery-what-are-the-types-of-lithium-ion-battery-chemistries.webp,what-is-a-lithium-ion-battery-what-are-the-types-of-lithium-ion-battery-chemistries.webp,Hazardous,.webp,67338,KEEP,,1280,720,RGB
Hazardous/Hazardous/e-waste/-1x-1 - Copy.jpg,-1x-1 - Copy.jpg,Hazardous,.jpg,186732,KEEP,,2000,1332,RGB
Hazardous/Hazardous/e-waste/-1x-1.jpg,-1x-1.jpg,Hazardous,.jpg,186732,KEEP,,2000,1332,RGB
Hazardous/Hazardous/e-waste/-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg,-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909 - Copy.jpg,Hazardous,.jpg,1785698,KEEP,,1500,1225,RGB
Hazardous/Hazardous/e-waste/-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg,-august-heap-of-broken-smartphone-screen-e-waste-electronic-waste-1100705909.jpg,Hazardous,.jpg,1785698,KEEP,,1500,1225,RGB
Hazardous/Hazardous/e-waste/-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A - Copy.jpg,-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A - Copy.jpg,Hazardous,.jpg,89182,KEEP,,1230,1390,RGB
Hazardous/Hazardous/e-waste/-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A.jpg,-garbage-sorting-eco-friendly-sign-for-web-page-app-ui-ux-gui-design-2CPCA8A.jpg,Hazardous,.jpg,89182,KEEP,,1230,1390,RGB
Hazardous/Hazardous/e-waste/-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141 - Copy.jpg,-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141 - Copy.jpg,Hazardous,.jpg,1735820,KEEP,,1500,996,RGB
Hazardous/Hazardous/e-waste/-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141.jpg,-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141.jpg,Hazardous,.jpg,1735820,KEEP,,1500,996,RGB
Hazardous/Hazardous/e-waste/0.40042800_1555498967_e-waste2 - Copy.jpg,0.40042800_1555498967_e-waste2 - Copy.jpg,Hazardous,.jpg,180753,KEEP,,1024,682,RGB
Hazardous/Hazardous/e-waste/0.40042800_1555498967_e-waste2.jpg,0.40042800_1555498967_e-waste2.jpg,Hazardous,.jpg,180753,KEEP,,1024,682,RGB
Hazardous/Hazardous/e-waste/01-e-waste-millions-tons - Copy.jpg,01-e-waste-millions-tons - Copy.jpg,Hazardous,.jpg,1415387,KEEP,,3072,2048,RGB
Hazardous/Hazardous/e-waste/01-e-waste-millions-tons.jpg,01-e-waste-millions-tons.jpg,Hazardous,.jpg,1415387,KEEP,,3072,2048,RGB
Hazardous/Hazardous/e-waste/01-e-waste-millions-tons_square - Copy.jpg,01-e-waste-millions-tons_square - Copy.jpg,Hazardous,.jpg,1742451,KEEP,,3072,3072,RGB
Hazardous/Hazardous/e-waste/01-e-waste-millions-tons_square.jpg,01-e-waste-millions-tons_square.jpg,Hazardous,.jpg,1742451,KEEP,,3072,3072,RGB
Hazardous/Hazardous/e-waste/02bulb-web2-1454343899851-superJumbo - Copy.jpg,02bulb-web2-1454343899851-superJumbo - Copy.jpg,Hazardous,.jpg,162227,KEEP,,1955,2048,RGB
Hazardous/Hazardous/e-waste/02bulb-web2-1454343899851-superJumbo.jpg,02bulb-web2-1454343899851-superJumbo.jpg,Hazardous,.jpg,162227,KEEP,,1955,2048,RGB
Hazardous/Hazardous/e-waste/04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,Hazardous,.jpg,286948,KEEP,,1920,1319,RGB
Hazardous/Hazardous/e-waste/04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,Hazardous,.jpg,286948,KEEP,,1920,1319,RGB
Hazardous/Hazardous/e-waste/09109-scicon-lightbulbcxd - Copy.jpg,09109-scicon-lightbulbcxd - Copy.jpg,Hazardous,.jpg,108215,KEEP,,423,700,RGB
Hazardous/Hazardous/e-waste/09109-scicon-lightbulbcxd.jpg,09109-scicon-lightbulbcxd.jpg,Hazardous,.jpg,108215,KEEP,,423,700,RGB
Hazardous/Hazardous/e-waste/1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev - Copy.jpeg,Hazardous,.jpeg,64401,KEEP,,850,826,RGB
Hazardous/Hazardous/e-waste/1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg,1-compact-fluorescent-bird-lamp-full-spectrum-lighting-bulb-2-4-original-imag9836wgsrnaev.jpeg,Hazardous,.jpeg,64401,KEEP,,850,826,RGB
Hazardous/Hazardous/e-waste/1-s2.0-S2352186421006970-gr4 - Copy.jpg,1-s2.0-S2352186421006970-gr4 - Copy.jpg,Hazardous,.jpg,31135,KEEP,,376,324,RGB
Hazardous/Hazardous/e-waste/1-s2.0-S2352186421006970-gr4.jpg,1-s2.0-S2352186421006970-gr4.jpg,Hazardous,.jpg,31135,KEEP,,376,324,RGB
Hazardous/Hazardous/e-waste/1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg,1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg,Hazardous,.jpg,103114,KEEP,,1000,1000,RGB
Hazardous/Hazardous/e-waste/1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg,1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg,Hazardous,.jpg,103114,KEEP,,1000,1000,RGB
Hazardous/Hazardous/e-waste/1200px-Energiesparlampe_01_retouched - Copy.jpg,1200px-Energiesparlampe_01_retouched - Copy.jpg,Hazardous,.jpg,57282,KEEP,,1200,855,RGB
Hazardous/Hazardous/e-waste/1200px-Energiesparlampe_01_retouched.jpg,1200px-Energiesparlampe_01_retouched.jpg,Hazardous,.jpg,57282,KEEP,,1200,855,RGB
Hazardous/Hazardous/e-waste/1200px-Ewaste-pile - Copy.jpg,1200px-Ewaste-pile - Copy.jpg,Hazardous,.jpg,393549,KEEP,,1200,1600,RGB
Hazardous/Hazardous/e-waste/1200px-Ewaste-pile.jpg,1200px-Ewaste-pile.jpg,Hazardous,.jpg,393549,KEEP,,1200,1600,RGB
Hazardous/Hazardous/e-waste/1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg,1200px-Handy_schrott_mobile_phone_scrap - Copy.jpg,Hazardous,.jpg,277415,KEEP,,1200,900,RGB
Hazardous/Hazardous/e-waste/1200px-Handy_schrott_mobile_phone_scrap.jpg,1200px-Handy_schrott_mobile_phone_scrap.jpg,Hazardous,.jpg,277415,KEEP,,1200,900,RGB
Hazardous/Hazardous/e-waste/129249_iStock-636655004---Hero - Copy.jpg,129249_iStock-636655004---Hero - Copy.jpg,Hazardous,.jpg,171143,KEEP,,1600,900,RGB
Hazardous/Hazardous/e-waste/129249_iStock-636655004---Hero.jpg,129249_iStock-636655004---Hero.jpg,Hazardous,.jpg,171143,KEEP,,1600,900,RGB
Hazardous/Hazardous/e-waste/1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,Hazardous,.jpg,119043,KEEP,,870,470,RGB
Hazardous/Hazardous/e-waste/1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,Hazardous,.jpg,119043,KEEP,,870,470,RGB
Hazardous/Hazardous/e-waste/1507096064_kRvRf8_e-waste - Copy.jpg,1507096064_kRvRf8_e-waste - Copy.jpg,Hazardous,.jpg,137339,KEEP,,870,470,RGB
Hazardous/Hazardous/e-waste/1507096064_kRvRf8_e-waste.jpg,1507096064_kRvRf8_e-waste.jpg,Hazardous,.jpg,137339,KEEP,,870,470,RGB
Hazardous/Hazardous/e-waste/1521042165621 - Copy.jpg,1521042165621 - Copy.jpg,Hazardous,.jpg,49620,KEEP,,640,426,RGB
Hazardous/Hazardous/e-waste/1521042165621.jpg,1521042165621.jpg,Hazardous,.jpg,49620,KEEP,,640,426,RGB
Hazardous/Hazardous/e-waste/156050-wrdgfxdtvg-1615456453 - Copy.jpg,156050-wrdgfxdtvg-1615456453 - Copy.jpg,Hazardous,.jpg,161358,KEEP,,1200,630,RGB
