relative_path,raw_relative_path,absolute_path,class,subcategory,raw_subcategory,label,status,review_reason
Non-Recyclable/plastics_bags_wrappers/21120317-d037f89a-efc0-4769-93a1-56443ed6e12f.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/21120317-d037f89a-efc0-4769-93a1-56443ed6e12f.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/21120317-d037f89a-efc0-4769-93a1-56443ed6e12f.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/2_ad298a26-6603-4beb-a2d1-4c95cb0aabf5_480x480.png,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/2_ad298a26-6603-4beb-a2d1-4c95cb0aabf5_480x480.png,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/2_ad298a26-6603-4beb-a2d1-4c95cb0aabf5_480x480.png,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/2j44bec.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/2j44bec.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/2j44bec.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/310c3010-b798-41cc-adde-005ca83df37b.png,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/310c3010-b798-41cc-adde-005ca83df37b.png,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/310c3010-b798-41cc-adde-005ca83df37b.png,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/3520_428fd902f4247199467725e7eccf1673.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/3520_428fd902f4247199467725e7eccf1673.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/3520_428fd902f4247199467725e7eccf1673.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/362561-plastic-waste.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/362561-plastic-waste.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/362561-plastic-waste.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/3678_428fd902f4247199467725e7eccf1673.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/3678_428fd902f4247199467725e7eccf1673.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/3678_428fd902f4247199467725e7eccf1673.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/375141096_0-5_1628854090260_1660036502201_1660036502201.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/375141096_0-5_1628854090260_1660036502201_1660036502201.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/375141096_0-5_1628854090260_1660036502201_1660036502201.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/37873163825_1c95fa47b7_z.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/37873163825_1c95fa47b7_z.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/37873163825_1c95fa47b7_z.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/51xqA8a-wsL._AC_UF10001000_QL80_.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/51xqA8a-wsL._AC_UF10001000_QL80_.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/51xqA8a-wsL._AC_UF10001000_QL80_.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/58835349.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/58835349.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/58835349.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/60c9935424774f7129485c01_1623823188870.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/60c9935424774f7129485c01_1623823188870.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/60c9935424774f7129485c01_1623823188870.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/60c9935424774f7129485c04_1623823188876.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/60c9935424774f7129485c04_1623823188876.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/60c9935424774f7129485c04_1623823188876.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/60c9935424774f7129485c05_1623823188877.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/60c9935424774f7129485c05_1623823188877.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/60c9935424774f7129485c05_1623823188877.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/61jBBcZxgfL._AC_UF10001000_QL80_.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/61jBBcZxgfL._AC_UF10001000_QL80_.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/61jBBcZxgfL._AC_UF10001000_QL80_.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/61oUvhDzMlL.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/61oUvhDzMlL.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/61oUvhDzMlL.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/62e7c92eab11b2a6d58c592e_Empty-candy-wrappers.png,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/62e7c92eab11b2a6d58c592e_Empty-candy-wrappers.png,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/62e7c92eab11b2a6d58c592e_Empty-candy-wrappers.png,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/71fY4tE5kxL.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/71fY4tE5kxL.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/71fY4tE5kxL.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/85241232.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/85241232.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/85241232.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/85286799.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/85286799.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/85286799.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/8855e850f3011319a3a36e85d4f5829f.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/8855e850f3011319a3a36e85d4f5829f.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/8855e850f3011319a3a36e85d4f5829f.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/8a52d84c-90d4-11ec-b3a6-dc86e7882d0e_1645208753032.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/8a52d84c-90d4-11ec-b3a6-dc86e7882d0e_1645208753032.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/8a52d84c-90d4-11ec-b3a6-dc86e7882d0e_1645208753032.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/91t-2KbjSxL._AC_UF8941000_QL80_.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/91t-2KbjSxL._AC_UF8941000_QL80_.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/91t-2KbjSxL._AC_UF8941000_QL80_.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/91t-2KbjSxL.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/91t-2KbjSxL.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/91t-2KbjSxL.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/Addictedtopl_ArsElectronica.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Addictedtopl_ArsElectronica.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Addictedtopl_ArsElectronica.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/AdobeStock_79900829.jpeg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/AdobeStock_79900829.jpeg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/AdobeStock_79900829.jpeg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/Amita-Silvassa-Dec-2020_resize_87.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Amita-Silvassa-Dec-2020_resize_87.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Amita-Silvassa-Dec-2020_resize_87.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/BB-Impact_9f7a5d6c-15c4-4c3a-8d10-88ec0796daaa.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/BB-Impact_9f7a5d6c-15c4-4c3a-8d10-88ec0796daaa.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/BB-Impact_9f7a5d6c-15c4-4c3a-8d10-88ec0796daaa.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/CBS-Impact_f25a3ca6-4561-4e42-9a9a-4859b381639a.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/CBS-Impact_f25a3ca6-4561-4e42-9a9a-4859b381639a.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/CBS-Impact_f25a3ca6-4561-4e42-9a9a-4859b381639a.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/Crisp-packets-800x450.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Crisp-packets-800x450.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Crisp-packets-800x450.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/DSC_2994.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/DSC_2994.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/DSC_2994.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
Non-Recyclable/plastics_bags_wrappers/Films-home-bread-bags-etc.jpg,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Films-home-bread-bags-etc.jpg,/content/drive/.shortcut-targets-by-id/1PoprMbg0JKQ7cGC9VyKmeTI1VK1Va65k/Waste_Classification/data/processed/stage2_visual_deduplicated/Non-Recyclable/Non-Recyclable/platics_bags_wrappers/Films-home-bread-bags-etc.jpg,Non-Recyclable,plastics_bags_wrappers,platics_bags_wrappers,1,AUTO_CORRECTED,Upstream directory typo 'platics_bags_wrappers' normalized to 'plastics_bags_wrappers'
