relative_path,absolute_path,class,split,member3_subcategory,member3_label,member3_status
Recyclable/cans_all_type/recycle-aluminum-metal-crushed-can-waste-background_293060-6927.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/recycle-aluminum-metal-crushed-can-waste-background_293060-6927.png,Recyclable,train,cans_all_type,3,VALID
Organic/yard_trimmings/Carson-City-Green-Waste-Composting-Yes-and-No-Materials.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/Carson-City-Green-Waste-Composting-Yes-and-No-Materials.png,Organic,train,yard_trimmings,2,VALID
Non-Recyclable/plastics_bags_wrappers/8a52d84c-90d4-11ec-b3a6-dc86e7882d0e_1645208753032.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/8a52d84c-90d4-11ec-b3a6-dc86e7882d0e_1645208753032.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/food_scraps/shutterstock_344303585.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/shutterstock_344303585.png,Organic,train,food_scraps,2,VALID
Recyclable/cans_all_type/CAN-BODY-03-longfit.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/CAN-BODY-03-longfit.png,Recyclable,train,cans_all_type,3,VALID
Non-Recyclable/plastics_bags_wrappers/2j44bec.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/2j44bec.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Hazardous/paints/ppe42a14c4_06.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/ppe42a14c4_06.png,Hazardous,train,paints,0,VALID
Non-Recyclable/styrofoam_product/foam-plastic-no6.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/foam-plastic-no6.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Non-Recyclable/sanitary_napkin/always-feminine-hygiene-products-on-a-store-shelf-2AB64XC.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/sanitary_napkin/always-feminine-hygiene-products-on-a-store-shelf-2AB64XC.png,Non-Recyclable,train,sanitary_napkin,1,VALID
Non-Recyclable/styrofoam_product/recycling-05-00030-g001.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/recycling-05-00030-g001.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Recyclable/paper_products/bigstock-Recyclable-Materials-A-Select-364185454-1-825x510.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/paper_products/bigstock-Recyclable-Materials-A-Select-364185454-1-825x510.png,Recyclable,train,paper_products,3,VALID
Recyclable/glass_containers/Bottle-9.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/Bottle-9.png,Recyclable,train,glass_containers,3,VALID
Non-Recyclable/plastics_bags_wrappers/img_20190310_161026544.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/img_20190310_161026544.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Recyclable/cans_all_type/aluminum-alloy-soft-drink-cans-tin-cans-collected-for-recycling-at-DC9YBC.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/aluminum-alloy-soft-drink-cans-tin-cans-collected-for-recycling-at-DC9YBC.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/pesticides/Pesticides-Pros-Cons-2.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/pesticides/Pesticides-Pros-Cons-2.png,Hazardous,train,pesticides,0,VALID
Hazardous/paints/5350017_image_10_46.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/5350017_image_10_46.png,Hazardous,train,paints,0,VALID
Hazardous/e-waste/Avv5bVd22NhcKDUGMWzvNW - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/Avv5bVd22NhcKDUGMWzvNW - Copy.png,Hazardous,train,e-waste,0,VALID
Organic/kitchen_waste/Plant-based-nuggets-1024x536.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/Plant-based-nuggets-1024x536.png,Organic,train,kitchen_waste,2,VALID
Hazardous/pesticides/gardener-sprays-pesticides-or-insecticides-vector-36700021.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/pesticides/gardener-sprays-pesticides-or-insecticides-vector-36700021.png,Hazardous,train,pesticides,0,VALID
Non-Recyclable/plastics_bags_wrappers/20200914_140554.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/20200914_140554.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Non-Recyclable/plastics_bags_wrappers/375141096_0-5_1628854090260_1660036502201_1660036502201.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/375141096_0-5_1628854090260_1660036502201_1660036502201.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Recyclable/plastic_bottles/Reusable-Bottles-scaled.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/plastic_bottles/Reusable-Bottles-scaled.png,Recyclable,train,plastic_bottles,3,VALID
Hazardous/e-waste/ling-electronic-waste-electronics-hazardous-waste-recycle-computer-recycling - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/ling-electronic-waste-electronics-hazardous-waste-recycle-computer-recycling - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/e-waste/Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/Five-Reasons-Why-E-Waste-Recycling-is-Important-1-1024x517 - Copy.png,Hazardous,train,e-waste,0,VALID
Non-Recyclable/styrofoam_product/stock-photo-different-types-of-food-box-made-of-foam-paper-plastic-564220360.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/stock-photo-different-types-of-food-box-made-of-foam-paper-plastic-564220360.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Organic/coffee_tea_bags/5_327d531b-bc9d-43a7-b3b9-2db3c568ae2a_480x480.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/5_327d531b-bc9d-43a7-b3b9-2db3c568ae2a_480x480.png,Organic,train,coffee_tea_bags,2,VALID
Organic/yard_trimmings/woman-operating-heavy-duty-leaf-blower-copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/woman-operating-heavy-duty-leaf-blower-copy.png,Organic,train,yard_trimmings,2,VALID
Organic/coffee_tea_bags/WildlandCoffee-2.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/WildlandCoffee-2.png,Organic,train,coffee_tea_bags,2,VALID
Non-Recyclable/styrofoam_product/Foam20Clam20Shell.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/Foam20Clam20Shell.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Non-Recyclable/plastics_bags_wrappers/71fY4tE5kxL.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/71fY4tE5kxL.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Non-Recyclable/plastics_bags_wrappers/polythene-bags-1558085838-4911553.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/polythene-bags-1558085838-4911553.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Hazardous/batteries/poweron-longlife-power-9v-mrp-265.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/poweron-longlife-power-9v-mrp-265.png,Hazardous,train,batteries,0,VALID
Organic/egg_shells/Eggshells-Lying-on-the-Ground.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/Eggshells-Lying-on-the-Ground.png,Organic,train,egg_shells,2,VALID
Non-Recyclable/styrofoam_product/food-packaging-tip-sheet.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/food-packaging-tip-sheet.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Organic/food_scraps/iStock-172481514.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/iStock-172481514.png,Organic,train,food_scraps,2,VALID
Recyclable/cans_all_type/_66324968_heinz2_comp_624.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/_66324968_heinz2_comp_624.png,Recyclable,train,cans_all_type,3,VALID
Organic/kitchen_waste/composting-kitchen-waste.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/kitchen_waste/composting-kitchen-waste.png,Organic,train,kitchen_waste,2,VALID
Non-Recyclable/ceramic_product/glass-for-recycling.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/ceramic_product/glass-for-recycling.png,Non-Recyclable,train,ceramic_product,1,VALID
Recyclable/cans_all_type/beer-can-scrap.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/beer-can-scrap.png,Recyclable,train,cans_all_type,3,VALID
Non-Recyclable/sanitary_napkin/pngtree-pink-cartoon-feminine-hygiene-products-elements-png-image_2362850.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/sanitary_napkin/pngtree-pink-cartoon-feminine-hygiene-products-elements-png-image_2362850.png,Non-Recyclable,train,sanitary_napkin,1,VALID
Hazardous/pesticides/bioengineering-08-00092-g001.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/pesticides/bioengineering-08-00092-g001.png,Hazardous,train,pesticides,0,VALID
Non-Recyclable/ceramic_product/recycling-glass.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/ceramic_product/recycling-glass.png,Non-Recyclable,train,ceramic_product,1,VALID
Organic/egg_shells/il_300x300.4958894282_bt9k.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/il_300x300.4958894282_bt9k.png,Organic,train,egg_shells,2,VALID
Recyclable/cans_all_type/soup-can-drawing-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/soup-can-drawing-1.png,Recyclable,train,cans_all_type,3,VALID
Non-Recyclable/plastics_bags_wrappers/reusablekitchen-2x1-4259.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/reusablekitchen-2x1-4259.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Recyclable/cans_all_type/used-food-cans-at-recycling-center-germany-europe-S1TE9M.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/used-food-cans-at-recycling-center-germany-europe-S1TE9M.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/e-waste/fluorescent-lightbulb-abstract-15600002 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/fluorescent-lightbulb-abstract-15600002 - Copy.png,Hazardous,train,e-waste,0,VALID
Non-Recyclable/plastics_bags_wrappers/stic-garbage-bag-collection-streets-city-seasonal-cleaning-service-217606056.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/stic-garbage-bag-collection-streets-city-seasonal-cleaning-service-217606056.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/yard_trimmings/ypark_002.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/ypark_002.png,Organic,train,yard_trimmings,2,VALID
Hazardous/pesticides/What-Are-Pesticides-8-Types-of-Pesticides-Used-in-Agriculture.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/pesticides/What-Are-Pesticides-8-Types-of-Pesticides-Used-in-Agriculture.png,Hazardous,train,pesticides,0,VALID
Recyclable/glass_containers/for-zero-waste-shopping-and-storage-on-grey-background-no-plastic-1388959436.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/for-zero-waste-shopping-and-storage-on-grey-background-no-plastic-1388959436.png,Recyclable,train,glass_containers,3,VALID
Non-Recyclable/diapers/1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/1.png,Non-Recyclable,train,diapers,1,VALID
Hazardous/batteries/battery_recycling.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/battery_recycling.png,Hazardous,train,batteries,0,VALID
Recyclable/cans_all_type/ith-water-drops-metallic-cans-for-beer-soda-lemonade-juice-energy-1271352472.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/ith-water-drops-metallic-cans-for-beer-soda-lemonade-juice-energy-1271352472.png,Recyclable,train,cans_all_type,3,VALID
Hazardous/batteries/ef1c02489_0011.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/ef1c02489_0011.png,Hazardous,train,batteries,0,VALID
Recyclable/glass_containers/clean-glass-jars-for-reuse-or-recycling-HJBJ76.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/glass_containers/clean-glass-jars-for-reuse-or-recycling-HJBJ76.png,Recyclable,train,glass_containers,3,VALID
Non-Recyclable/diapers/Screen_Shot_2023-01-26_at_5.07.55_PM_480x480.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/Screen_Shot_2023-01-26_at_5.07.55_PM_480x480.png,Non-Recyclable,train,diapers,1,VALID
Organic/egg_shells/Used-coffee-grounds-and-eggshells_Juver_shutterstock.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/egg_shells/Used-coffee-grounds-and-eggshells_Juver_shutterstock.png,Organic,train,egg_shells,2,VALID
Hazardous/batteries/TypesofBatteries.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/batteries/TypesofBatteries.png,Hazardous,train,batteries,0,VALID
Hazardous/paints/PaintSolvents26Thinners.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/PaintSolvents26Thinners.png,Hazardous,train,paints,0,VALID
Recyclable/cans_all_type/sjb-4359-451.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Recyclable/cans_all_type/sjb-4359-451.png,Recyclable,train,cans_all_type,3,VALID
Organic/food_scraps/Food_Tank_Reduce_Food_Waste.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/food_scraps/Food_Tank_Reduce_Food_Waste.png,Organic,train,food_scraps,2,VALID
Hazardous/e-waste/Electronic-waste2-scaled - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/Electronic-waste2-scaled - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/pesticides/fa17b98d63c76d6ea77920e330f9d6cf.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/pesticides/fa17b98d63c76d6ea77920e330f9d6cf.png,Hazardous,train,pesticides,0,VALID
Non-Recyclable/styrofoam_product/foam-alternative-packaging.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/styrofoam_product/foam-alternative-packaging.png,Non-Recyclable,train,styrofoam_product,1,AUTO_CORRECTED
Hazardous/paints/yellowPaint2.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/yellowPaint2.png,Hazardous,train,paints,0,VALID
Hazardous/paints/sia-paint-solvents-1.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/sia-paint-solvents-1.png,Hazardous,train,paints,0,VALID
Hazardous/e-waste/e_waste_660_062019115620 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/e_waste_660_062019115620 - Copy.png,Hazardous,train,e-waste,0,VALID
Hazardous/paints/how-to-dispose-of-aerosol-cans-safely-header.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/paints/how-to-dispose-of-aerosol-cans-safely-header.png,Hazardous,train,paints,0,VALID
Non-Recyclable/plastics_bags_wrappers/AdobeStock_79900829.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/AdobeStock_79900829.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/yard_trimmings/garden-clearance-3.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/garden-clearance-3.png,Organic,train,yard_trimmings,2,VALID
Organic/yard_trimmings/bag-of-leaves.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/yard_trimmings/bag-of-leaves.png,Organic,train,yard_trimmings,2,VALID
Non-Recyclable/plastics_bags_wrappers/Amita-Silvassa-Dec-2020_resize_87.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/plastics_bags_wrappers/Amita-Silvassa-Dec-2020_resize_87.png,Non-Recyclable,train,plastics_bags_wrappers,1,AUTO_CORRECTED
Organic/coffee_tea_bags/Teabags20and20coffee20filter20with20ground20coffee.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Organic/coffee_tea_bags/Teabags20and20coffee20filter20with20ground20coffee.png,Organic,train,coffee_tea_bags,2,VALID
Hazardous/e-waste/bulbs2 - Copy.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Hazardous/e-waste/bulbs2 - Copy.png,Hazardous,train,e-waste,0,VALID
Non-Recyclable/diapers/c21ce9a01fc0343df63f2a52d3e8457b.jpg,/content/drive/MyDrive/Waste_Classification_FINAL/data/processed/stage4_standardized/Non-Recyclable/diapers/c21ce9a01fc0343df63f2a52d3e8457b.png,Non-Recyclable,train,diapers,1,VALID
