sha256,class,keep_file,exclude_file,decision,reason
0dd90ae29657a983903f5a7e23d8b4040316334752f7c26667a1f1f00cb35b54,Hazardous,Hazardous/Hazardous/e-waste/0.40042800_1555498967_e-waste2 - Copy.jpg,Hazardous/Hazardous/e-waste/0.40042800_1555498967_e-waste2.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
ac7f57e825256b1eeb2ebe3746e3434e03917fe5701967ec7ed67863ddff913c,Hazardous,Hazardous/Hazardous/e-waste/lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco - Copy.jpg,Hazardous/Hazardous/e-waste/lable-black-line-icon-varieties-of-lamps-waste-recycling-garbage-sorting-eco.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
abdfaa533af1ab71f2c20ac4f7e4d1dcf00de435680413f849170ba36fd7f7f9,Hazardous,Hazardous/Hazardous/e-waste/light-bulb-recycling-waste-legacy-tungsten-on-white-background-GJ5BDK - Copy.jpg,Hazardous/Hazardous/e-waste/light-bulb-recycling-waste-legacy-tungsten-on-white-background-GJ5BDK.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
ab58f020f1d0c5abc98dd859ccf687da3851f5f6dc47d2e11a6d952dabc46b6b,Hazardous,Hazardous/Hazardous/e-waste/Ewaste - Copy.png,Hazardous/Hazardous/e-waste/Ewaste.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
aaa8cd44175f0ae6284b9dd76c268501b2f25b8b4dacdf27a2cbd699af55d076,Hazardous,Hazardous/Hazardous/e-waste/Lights-Hero - Copy.jpg,Hazardous/Hazardous/e-waste/Lights-Hero.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
aa87ad175283f61b047c83b81feb3ba17db650bd98987ff356eac4d52f1817f6,Hazardous,Hazardous/Hazardous/e-waste/What_is_electronic_waste_recycling - Copy.jpg,Hazardous/Hazardous/e-waste/What_is_electronic_waste_recycling.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a9c2c1aa6c7aff3814945fdbadff9ce23ae37bfe5904436f9f8533145b1bc133,Hazardous,Hazardous/Hazardous/e-waste/BLOG-Which-light-bulbs-need-a-ballast - Copy.jpg,Hazardous/Hazardous/e-waste/BLOG-Which-light-bulbs-need-a-ballast.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a8c7e839609d8f2f9ba192fa3ee390f9e4514f95083a2088e11fe096b2f0a27b,Hazardous,Hazardous/Hazardous/e-waste/694898-electronic-waste-thinkstock - Copy.jpg,Hazardous/Hazardous/e-waste/694898-electronic-waste-thinkstock.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a8371198580d06c4db40d4d4d82cf22f3b5760b95388c4c4966c62710f642094,Organic,Organic/Organic/food_scraps/content13101.jpg,Organic/Organic/kitchen_waste/content13101.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
ae8648a24cfd90763cdb196e117a8685f3929c4a0b21cbdcaeaa1e40b537c47d,Hazardous,Hazardous/Hazardous/e-waste/ectric-lighting-types-incandescent-light-bulb-halogen-lamp-cfl-and-573739525 - Copy.jpg,Hazardous/Hazardous/e-waste/ectric-lighting-types-incandescent-light-bulb-halogen-lamp-cfl-and-573739525.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
c15e8f25426ed460a8b0646d22bc455acf9436c09356cfbdf60f33f0d81c5ba2,Hazardous,Hazardous/Hazardous/e-waste/5g-internet-race-huawei-04 - Copy.jpg,Hazardous/Hazardous/e-waste/5g-internet-race-huawei-04.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
c0d6b60912be6579400e6540b79cbfde53c42d76dafa15e9b4e4f878ab789f29,Hazardous,Hazardous/Hazardous/e-waste/electronic-waste-ready-for-recycling-isolated-on-white-background-J769FF - Copy.jpg,Hazardous/Hazardous/e-waste/electronic-waste-ready-for-recycling-isolated-on-white-background-J769FF.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
c03234339e60a36263942379e0e49bf93b4f99dde4061782d8fd70eebac15d9a,Hazardous,Hazardous/Hazardous/e-waste/electronic-waste-hero - Copy.jpg,Hazardous/Hazardous/e-waste/electronic-waste-hero.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
c00c25da2922d97ca34eb89214a3f3cd2c88efd64948d373a91707fe7805748a,Hazardous,Hazardous/Hazardous/e-waste/stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574 - Copy.jpg,Hazardous/Hazardous/e-waste/stock-vector-led-incandescent-and-energy-saving-light-bulbs-vector-illustration-1898745574.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
bfc9435a830405820552b63d48a7d962239aa758ee52dee4582727d30865a0f8,Hazardous,Hazardous/Hazardous/e-waste/04801E3UVtxDTDY9ek1ovu0-3..v1618408208 - Copy.jpg,Hazardous/Hazardous/e-waste/04801E3UVtxDTDY9ek1ovu0-3..v1618408208.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
bfba202e25243afaa377312127634bd9542e682a375e49c92329c9faba838937,Hazardous,Hazardous/Hazardous/e-waste/FluorescentBulbs - Copy.jpg,Hazardous/Hazardous/e-waste/FluorescentBulbs.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
be624f3884b3abf5236fa09da9c754a3e26408fffa08e575592e3f2b78426b87,Hazardous,Hazardous/Hazardous/e-waste/circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board - Copy.jpg,Hazardous/Hazardous/e-waste/circuit-board-electronic-waste-for-recycling-with-selective-focus-main-board.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
bd222aab3f704a8a509cab58ebb7fa780a5c44f50f905b3510dc4b5e0209c5cf,Hazardous,Hazardous/Hazardous/e-waste/s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0 - Copy.jpg,Hazardous/Hazardous/e-waste/s-devices-and-used-electronic-components-intended-for-waste-disposal-2F3X0P0.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b3c3b03a76bcde8a148dcd75129d803c28dcd13b29160f39f336fd4cae148288,Hazardous,Hazardous/Hazardous/e-waste/bulbs2 - Copy.jpg,Hazardous/Hazardous/e-waste/bulbs2.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
ba498b531e372a06efcca77e537d3e9c6c6c12e16219dc31b8f13e718bba5ea9,Hazardous,Hazardous/Hazardous/e-waste/1464951746_U1GPlR_e-waste-IndiaBLO-870 - Copy.jpg,Hazardous/Hazardous/e-waste/1464951746_U1GPlR_e-waste-IndiaBLO-870.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
ba244ab505ca9dbe0a32c470c404a24f3e47e4f8ddf94428644071a9ab2484e5,Hazardous,Hazardous/Hazardous/e-waste/-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141 - Copy.jpg,Hazardous/Hazardous/e-waste/-mixed-electronic-waste-old-broken-computer-parts-and-cell-phones-1545599141.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b973f4abb76a2dec6ecdde4710d9c689b302fe5f5f16979a4931b6c6a0ca6e04,Hazardous,Hazardous/Hazardous/e-waste/fluorescent20lights20hero - Copy.png,Hazardous/Hazardous/e-waste/fluorescent20lights20hero.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b8e5957e3a09081cde18cf346e1e850c75cbf81f93cfa38ffe64d4689f98efe0,Hazardous,Hazardous/Hazardous/e-waste/74409247-old-cellphones-and-battery-electronic-waste-concept - Copy.jpg,Hazardous/Hazardous/e-waste/74409247-old-cellphones-and-battery-electronic-waste-concept.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b7798caa638908cd47a3b14a8e17df4baafe9d44a688892a39449912022299be,Hazardous,Hazardous/Hazardous/e-waste/e-waste-2049017_1280 - Copy.jpg,Hazardous/Hazardous/e-waste/e-waste-2049017_1280.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b7080296c4cb1fd39e1334caf79f6cc488498d30ad552c6fc42bf26768454d3c,Hazardous,Hazardous/Hazardous/e-waste/Maple-Leaf-Foods-Electronic-Recycling-Program-Photo-Credit-Lya_Cattel - Copy.jpg,Hazardous/Hazardous/e-waste/Maple-Leaf-Foods-Electronic-Recycling-Program-Photo-Credit-Lya_Cattel.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b5e787296bfef2eb12dd4a99d7c36ea854f01ffcfe132815e1b78990ce29487b,Hazardous,Hazardous/Hazardous/e-waste/1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S - Copy.jpg,Hazardous/Hazardous/e-waste/1000_F_137113944_B7B2w62hhwjr7dWy8R5nYwwlHIwCRu6S.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
b5b7e3097b8aefd90bc5af940ed72a804246377fe77fd05973832a4338d25a75,Recyclable,Recyclable/Recyclable/paper_products/maxresdefault.jpg,Recyclable/Recyclable/paper_products/maxresdefault3.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
ba611d4693537761e0d996c29031bf2da3f223c828a02f5ef357117a044228f5,Hazardous,Hazardous/Hazardous/e-waste/electronic-waste-statistics - Copy.jpg,Hazardous/Hazardous/e-waste/electronic-waste-statistics.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9499f68a86a00cba524e678586e096ddc43845f396c7a7b20108827d47e2161f,Hazardous,Hazardous/Hazardous/e-waste/1-s2.0-S2352186421006970-gr4 - Copy.jpg,Hazardous/Hazardous/e-waste/1-s2.0-S2352186421006970-gr4.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9490d9ebb56957a3aa33dc688464c986110938644922ea67f29e516d729d781b,Hazardous,Hazardous/Hazardous/e-waste/Namo-Blog_Cover-7-1024x536 - Copy.jpg,Hazardous/Hazardous/e-waste/Namo-Blog_Cover-7-1024x536.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
938b3553cd34c1a31a790c340b0b1c01050b0dd7ecc7ff2b991fc507abfdb0ec,Hazardous,Hazardous/Hazardous/e-waste/stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344 - Copy.jpg,Hazardous/Hazardous/e-waste/stock-photo-spent-fluorescent-lamps-and-energy-saving-bulbs-awaiting-disposal-243014344.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
93345c27b64c87903f35f04b1aae4be5674e1b059e01bd29f431b377625b820d,Hazardous,Hazardous/Hazardous/e-waste/detail_th_lightbulbs_cfl_content.jpg - Copy.jpg,Hazardous/Hazardous/e-waste/detail_th_lightbulbs_cfl_content.jpg.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
93069e92dfd0eadc392beb30ff79850a560a87a51b8bad87dd4c88ce0da0af76,Hazardous,Hazardous/Hazardous/e-waste/e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164 - Copy.jpg,Hazardous/Hazardous/e-waste/e-waste-e-waste-old-mobile-phones-battery-isolated-white-background-177536164.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
926a3c0e5377e62c9a4fdce81ff0c4f532422d0deab1ab0fbd1ff02549282f0c,Hazardous,Hazardous/Hazardous/e-waste/Electronic-waste2-scaled - Copy.jpg,Hazardous/Hazardous/e-waste/Electronic-waste2-scaled.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
917da1337fc94dcd8ed01d8587ac985157c23c7c4ae4f55749b396fce11c24b5,Hazardous,Hazardous/Hazardous/e-waste/depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps - Copy.jpg,Hazardous/Hazardous/e-waste/depositphotos_38625459-stock-photo-incandescent-compact-fluorescent-halogen-lamps.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a3bbfc208890a0ace1afb1abea314f739c8c5d6998cd729e4e469cf86aba066a,Hazardous,Hazardous/Hazardous/e-waste/6ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg,Hazardous/Hazardous/e-waste/6ft-Fluorescent-Box-Gallery-Image-1.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
8db8bfdcdb5334fc34214d28dc9c53fed39ffe0d74008ed7ae214fd369082270,Hazardous,Hazardous/Hazardous/e-waste/e_waste_1572344183_725x725 - Copy.jpg,Hazardous/Hazardous/e-waste/e_waste_1572344183_725x725.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
8d7b4d92e6a1c45edd3ac4046c44c611e08c5b129c54936075e6f4bc020fe6e2,Hazardous,Hazardous/Hazardous/e-waste/t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323 - Copy.jpg,Hazardous/Hazardous/e-waste/t-diverse-old-halogen-and-fluorescent-light-bulbs-in-and-around-a-2197969323.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
8d0eda17cc0860e42e059c3c2156327ad09d09f4fb9a95eb46cb2debb71c51d0,Hazardous,Hazardous/Hazardous/e-waste/waste - Copy.jpg,Hazardous/Hazardous/e-waste/waste.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
89aeb885ddc226c19b7c41426e0ebf0027341cf92dce19b68aab5fd3b68033c7,Hazardous,Hazardous/Hazardous/e-waste/Is-it-hazardous-waste...flourescent-light-bulbs - Copy.png,Hazardous/Hazardous/e-waste/Is-it-hazardous-waste...flourescent-light-bulbs.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
87cb141f775219f277600b608664ad96f28ac7870572bcbd1f8d319e6792dd54,Hazardous,Hazardous/Hazardous/e-waste/post_lighting_waste - Copy.png,Hazardous/Hazardous/e-waste/post_lighting_waste.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
87b0f9ebcd7588ef9751151d1fbe9c9252e6968a4e856319bb8fc460df1ea894,Hazardous,Hazardous/Hazardous/e-waste/stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775 - Copy.jpg,Hazardous/Hazardous/e-waste/stock-photo-pile-of-broken-fluorescent-light-bulb-is-danger-for-health-386850775.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
86535929a227d0df4d2bcbd0a33a1cae37c93fc40345f93922c1c957332dcc2c,Hazardous,Hazardous/Hazardous/e-waste/HHW_Bulbs-updated - Copy.jpg,Hazardous/Hazardous/e-waste/HHW_Bulbs-updated.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
85962bebb2f2db93ac3e7347f7c6c91f111d840f9cf965b7c0cdaea2857305ff,Hazardous,Hazardous/Hazardous/e-waste/JunkDevices-607673850 - Copy.jpg,Hazardous/Hazardous/e-waste/JunkDevices-607673850.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
8dd75e4c85ecd6d0e0fa9ec1b51b9dc4f04717dd2931d7553e777ab86dcece5c,Hazardous,Hazardous/Hazardous/e-waste/t5-recycling - Copy.jpg,Hazardous/Hazardous/e-waste/t5-recycling.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
c202cfaf132c07f452fe6f0a02fd229163b435e2a95c44782803c0ba199622a1,Hazardous,Hazardous/Hazardous/e-waste/stock-photo-electronic-waste-and-garbage-for-recycling-1675112317 - Copy.jpg,Hazardous/Hazardous/e-waste/stock-photo-electronic-waste-and-garbage-for-recycling-1675112317.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a34ecbbfbb2b7f317655f07bec5808037f19482a27d809aa3cee2abe47777cc5,Hazardous,Hazardous/Hazardous/e-waste/abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg - Copy.jpg,Hazardous/Hazardous/e-waste/abfall-ressourcen_produktverantwortung_elektronikaltgeraete_foto_fernseher-berg.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a1e45217b03e006250df005f7eab86cd4305e63965b5ed98668360885e7d2aa6,Hazardous,Hazardous/Hazardous/e-waste/e-waste4 - Copy.jpg,Hazardous/Hazardous/e-waste/e-waste4.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
a16b9605921628addcdf7587c13d343da012c405362094142b475ad47608f9d7,Hazardous,Hazardous/Hazardous/e-waste/Light-Bulb-Recycling - Copy.jpg,Hazardous/Hazardous/e-waste/Light-Bulb-Recycling.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9f3448fc87f5d0eb28aca77574849c6271a4b8a629a63cace6ca64b68d164b75,Hazardous,Hazardous/Hazardous/e-waste/nergy-saving-bulbs-tube-spent-incandescent-halogen-cfi-fluorescent-174891297 - Copy.jpg,Hazardous/Hazardous/e-waste/nergy-saving-bulbs-tube-spent-incandescent-halogen-cfi-fluorescent-174891297.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9f16ac96c1b6c60edb8637b47c8492823ee9b02bb03097f11e5dc488130c193a,Hazardous,Hazardous/Hazardous/e-waste/e-waste3 - Copy.jpg,Hazardous/Hazardous/e-waste/e-waste3.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9e844714ee06e01aa0f7496cedc9a0ba4bb8534592b8abcb5df1cdfd566e2f72,Hazardous,Hazardous/Hazardous/e-waste/lightbulb-recycling - Copy.jpg,Hazardous/Hazardous/e-waste/lightbulb-recycling.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9e2511f0b5719052017fc0295dc3730fda03d3a6f49dc574334d5fa19b516d8b,Hazardous,Hazardous/Hazardous/e-waste/CFL-Broken-Bulb-scaled - Copy.jpeg,Hazardous/Hazardous/e-waste/CFL-Broken-Bulb-scaled.jpeg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
94b758f31a4a88a412d01fbdaa7743d2a46bf859e34bbf0e253cb95042f2beb2,Hazardous,Hazardous/Hazardous/e-waste/Compact-Flourescent-Lighbulb - Copy.png,Hazardous/Hazardous/e-waste/Compact-Flourescent-Lighbulb.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
99a20c980d3644820d5e7c7550369bf25261d53d025755a866c6323f965f9f5e,Hazardous,Hazardous/Hazardous/e-waste/LED20vs20Fluorescent20Image20202120Blog20Sized - Copy.png,Hazardous/Hazardous/e-waste/LED20vs20Fluorescent20Image20202120Blog20Sized.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
97e6d10490cef433b89c341437ca38befdf5ae55f3d9b629e3e4cb499fd53cc3,Hazardous,Hazardous/Hazardous/e-waste/safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495 - Copy.jpg,Hazardous/Hazardous/e-waste/safe-disposal-any-logos-brand-names-have-been-removed-great-recycle-33215495.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
976afe6b5a1f4efaa0919c05ed54370109bc7419d3cc3898220349a1789a68af,Non-Recyclable,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/social.jpg,Non-Recyclable/Non-Recyclable/stroform_product/social.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
972607a00bd4ff82c31d3cc470e3c0b570d8af830644f3b176e133fac34c3e2c,Hazardous,Hazardous/Hazardous/e-waste/rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405 - Copy.jpg,Hazardous/Hazardous/e-waste/rk-background-the-concept-of-recycling-and-disposal-of-electronic-2188810405.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
96edf86e29161a549edeacadb2bb9f3e5c6a02c3c75c138bf491bc2d4198a3ad,Hazardous,Hazardous/Hazardous/e-waste/47-e-waste-a-growing-concern - Copy.jpg,Hazardous/Hazardous/e-waste/47-e-waste-a-growing-concern.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
96b3db6310a061ef4ece6c5b46a8af24a53e762142c8a0de5e21d9f7a0a9025a,Hazardous,Hazardous/Hazardous/e-waste/Fluorescent-Bulbs-in-Trash-1-1024x683 - Copy.jpg,Hazardous/Hazardous/e-waste/Fluorescent-Bulbs-in-Trash-1-1024x683.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9545c57b25cf83a90408afcef11c98dbbc6aacec659e727395f7b6e67d5288cb,Hazardous,Hazardous/Hazardous/e-waste/8ft-Fluorescent-Box-Gallery-Image-1 - Copy.jpg,Hazardous/Hazardous/e-waste/8ft-Fluorescent-Box-Gallery-Image-1.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
94cd027086bbad49d5662df5ae6021c5146754387e35a6586537475d1e9409d8,Hazardous,Hazardous/Hazardous/e-waste/compact-fluorescent-light-bulb-vector-3890 - Copy.jpg,Hazardous/Hazardous/e-waste/compact-fluorescent-light-bulb-vector-3890.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
9b8199644ce3493c4acad1b4072ef8781b9ebbe207610ed388a61032eb8dc536,Hazardous,Hazardous/Hazardous/e-waste/Noteable_ewaste_main-760x378 - Copy.jpg,Hazardous/Hazardous/e-waste/Noteable_ewaste_main-760x378.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
2b0f9a764647eda642596a54e490ad52c18beea900e7603ab4768ed31fe16682,Hazardous,Hazardous/Hazardous/e-waste/Incandescent_and_fluorescent_light_bulbs - Copy.png,Hazardous/Hazardous/e-waste/Incandescent_and_fluorescent_light_bulbs.png,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
2ab293dc8110e64b9eb4459ff0ead510b682582d182d3b961f99d9f9b445af5a,Hazardous,Hazardous/Hazardous/e-waste/how-to-dispose-of-light-bulbs-section-4 - Copy.jpg,Hazardous/Hazardous/e-waste/how-to-dispose-of-light-bulbs-section-4.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
29b4f316c4045ca36d1ec959ec545cfe31f5a3f857917c543d4999a07e7ed1d1,Hazardous,Hazardous/Hazardous/e-waste/AdobeStock_365525290 - Copy.jpg,Hazardous/Hazardous/e-waste/AdobeStock_365525290.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
25132210c1ec59a8e8970ea04f1d66253866f278b09803c72154887fd54e012e,Hazardous,Hazardous/Hazardous/e-waste/ImageForArticle_8587_16733568303499477 - Copy.jpg,Hazardous/Hazardous/e-waste/ImageForArticle_8587_16733568303499477.jpg,EXCLUDE_EXACT_DUPLICATE,Exact duplicate with same class label; one representative retained.
