finding_type,raw_relative_path,class,subcategory,label,detail
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/diapers/maxresdefault.jpg,Non-Recyclable,diapers,1,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/diapers/waste.jpg,Non-Recyclable,diapers,1,"Same filename also appears under: Non-Recyclable/sanitary_napkin. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/image29.jpg,Non-Recyclable,plastics_bags_wrappers,1,"Same filename also appears under: Recyclable/cans_all_type, Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/maxresdefault.jpg,Non-Recyclable,plastics_bags_wrappers,1,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/maxresdefault2.jpg,Non-Recyclable,plastics_bags_wrappers,1,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/platics_bags_wrappers/maxresdefault3.jpg,Non-Recyclable,plastics_bags_wrappers,1,"Same filename also appears under: Hazardous/paints, Organic/food_scraps, Organic/kitchen_waste, Recyclable/glass_containers, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/sanitary_napkin/3-Figure1-1.png,Non-Recyclable,sanitary_napkin,1,"Same filename also appears under: Organic/kitchen_waste. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/sanitary_napkin/Waste.jpg,Non-Recyclable,sanitary_napkin,1,"Same filename also appears under: Non-Recyclable/diapers. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/stroform_product/200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,Non-Recyclable,styrofoam_product,1,"Same filename also appears under: Recyclable/cans_all_type. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Non-Recyclable/Non-Recyclable/stroform_product/the-drive-toward-sustainability-5050-1536x1536.jpg,Non-Recyclable,styrofoam_product,1,"Same filename also appears under: Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/egg_shells/maxresdefault.jpg,Organic,egg_shells,2,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/egg_shells/maxresdefault2.jpg,Organic,egg_shells,2,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/food_scraps/maxresdefault.jpg,Organic,food_scraps,2,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/food_scraps/maxresdefault2.jpg,Organic,food_scraps,2,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/food_scraps/maxresdefault3.jpg,Organic,food_scraps,2,"Same filename also appears under: Hazardous/paints, Non-Recyclable/plastics_bags_wrappers, Organic/kitchen_waste, Recyclable/glass_containers, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/3-Figure1-1.png,Organic,kitchen_waste,2,"Same filename also appears under: Non-Recyclable/sanitary_napkin. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/archives-ewaste-one_one.jpg,Organic,kitchen_waste,2,"Same filename also appears under: Hazardous/e-waste. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/hq720.jpg,Organic,kitchen_waste,2,"Same filename also appears under: Non-Recyclable/ceramic_product, Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/maxresdefault.jpg,Organic,kitchen_waste,2,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/maxresdefault2.jpg,Organic,kitchen_waste,2,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/maxresdefault3.jpg,Organic,kitchen_waste,2,"Same filename also appears under: Hazardous/paints, Non-Recyclable/plastics_bags_wrappers, Organic/food_scraps, Recyclable/glass_containers, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/kitchen_waste/maxresdefault4.jpg,Organic,kitchen_waste,2,"Same filename also appears under: Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/yard_trimmings/image-asset.jpeg,Organic,yard_trimmings,2,"Same filename also appears under: Non-Recyclable/ceramic_product, Non-Recyclable/diapers. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/yard_trimmings/maxresdefault.jpg,Organic,yard_trimmings,2,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Organic/Organic/yard_trimmings/maxresdefault2.jpg,Organic,yard_trimmings,2,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/cans_all_type/200114-compostable-packaging-cups-utensils-plates.pla-plastic-waste-pollution-3-salad.jpg,Recyclable,cans_all_type,3,"Same filename also appears under: Non-Recyclable/styrofoam_product. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/cans_all_type/image29.jpg,Recyclable,cans_all_type,3,"Same filename also appears under: Non-Recyclable/plastics_bags_wrappers, Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/cans_all_type/maxresdefault.jpg,Recyclable,cans_all_type,3,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/cans_all_type/maxresdefault2.jpg,Recyclable,cans_all_type,3,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/glass_containers, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/09928-cover-opener.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Non-Recyclable/ceramic_product. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/1.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Non-Recyclable/diapers. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/glass-recycling.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Non-Recyclable/ceramic_product. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/maxresdefault.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/maxresdefault2.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/paper_products, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/maxresdefault3.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Hazardous/paints, Non-Recyclable/plastics_bags_wrappers, Organic/food_scraps, Organic/kitchen_waste, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/glass_containers/recycled-glass.jpg,Recyclable,glass_containers,3,"Same filename also appears under: Non-Recyclable/ceramic_product. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/paper_products/hq720.jpg,Recyclable,paper_products,3,"Same filename also appears under: Non-Recyclable/ceramic_product, Organic/kitchen_waste. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/paper_products/image29.jpg,Recyclable,paper_products,3,"Same filename also appears under: Non-Recyclable/plastics_bags_wrappers, Recyclable/cans_all_type. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/paper_products/maxresdefault.jpg,Recyclable,paper_products,3,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/paper_products/maxresdefault2.jpg,Recyclable,paper_products,3,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/plastic_bottles. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/paper_products/maxresdefault4.jpg,Recyclable,paper_products,3,"Same filename also appears under: Organic/kitchen_waste. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/paper_products/the-drive-toward-sustainability-5050-1536x1536.jpg,Recyclable,paper_products,3,"Same filename also appears under: Non-Recyclable/styrofoam_product. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/plastic_bottles/maxresdefault.jpg,Recyclable,plastic_bottles,3,"Same filename also appears under: Hazardous/batteries, Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/diapers, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/plastic_bottles/maxresdefault2.jpg,Recyclable,plastic_bottles,3,"Same filename also appears under: Hazardous/paints, Non-Recyclable/ceramic_product, Non-Recyclable/plastics_bags_wrappers, Organic/egg_shells, Organic/food_scraps, Organic/kitchen_waste, Organic/yard_trimmings, Recyclable/cans_all_type, Recyclable/glass_containers, Recyclable/paper_products. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
CROSS_CLASS_FILENAME_COLLISION,Recyclable/Recyclable/plastic_bottles/maxresdefault3.jpg,Recyclable,plastic_bottles,3,"Same filename also appears under: Hazardous/paints, Non-Recyclable/plastics_bags_wrappers, Organic/food_scraps, Organic/kitchen_waste, Recyclable/glass_containers. Upstream deduplication confirms these are different images, so this is a label-risk indicator, not proof of mislabelling."
